Date,Open Price,Close Price,High Price,Low Price,Volume
07-Aug-2014,6636.16,6597.37,6649.05,6589.78,565630080
08-Aug-2014,6597.37,6567.36,6597.37,6528.73,645423424
11-Aug-2014,6567.36,6632.82,6645.83,6567.36,494367008
12-Aug-2014,6632.82,6632.42,6643.70,6612.52,448281792
13-Aug-2014,6632.42,6656.68,6664.34,6625.98,527563552
14-Aug-2014,6656.68,6685.26,6694.64,6641.81,512629248
15-Aug-2014,6685.26,6689.08,6742.82,6685.25,545266432
18-Aug-2014,6689.08,6741.25,6745.72,6689.08,413053440
19-Aug-2014,6741.25,6779.31,6782.90,6740.65,459659904
20-Aug-2014,6779.31,6755.48,6781.23,6739.76,466210976
21-Aug-2014,6755.48,6777.66,6780.73,6752.70,423431040
22-Aug-2014,6777.66,6775.25,6784.63,6746.37,571522624
26-Aug-2014,6775.25,6822.76,6827.32,6775.25,538317696
27-Aug-2014,6822.76,6830.66,6830.66,6813.24,481233280
28-Aug-2014,6830.66,6805.80,6831.19,6796.86,498070080
29-Aug-2014,6805.80,6819.75,6828.92,6782.63,720978560
01-Sep-2014,6819.75,6825.31,6825.31,6798.33,403409024
02-Sep-2014,6825.31,6829.17,6849.28,6812.31,820231424
03-Sep-2014,6829.17,6873.58,6898.62,6826.73,674899712
04-Sep-2014,6873.58,6877.97,6904.86,6866.25,688898752
05-Sep-2014,6877.97,6855.10,6884.96,6829.10,596549824
08-Sep-2014,6855.10,6834.77,6855.10,6773.78,752266496
09-Sep-2014,6834.77,6829.00,6846.18,6812.50,578227456
10-Sep-2014,6829.00,6830.11,6847.79,6800.04,585612160
11-Sep-2014,6830.11,6799.62,6857.54,6764.86,648015488
12-Sep-2014,6799.62,6806.96,6832.16,6799.39,552974784
15-Sep-2014,6806.96,6804.21,6813.87,6771.69,529231776
16-Sep-2014,6804.21,6792.24,6804.34,6748.09,592887680
17-Sep-2014,6792.24,6780.90,6816.89,6780.90,596026688
18-Sep-2014,6780.90,6819.29,6822.60,6769.58,644480384
19-Sep-2014,6819.29,6837.92,6876.00,6819.29,1541957504
22-Sep-2014,6837.92,6773.63,6838.35,6766.89,673944768
23-Sep-2014,6773.63,6676.08,6777.27,6647.21,762690816
24-Sep-2014,6676.08,6706.27,6707.26,6651.98,793646016
25-Sep-2014,6706.27,6639.71,6726.40,6621.48,927460288
26-Sep-2014,6639.71,6649.39,6664.00,6615.12,588721472
29-Sep-2014,6649.39,6646.60,6653.94,6608.66,564786560
30-Sep-2014,6646.60,6622.72,6658.91,6601.62,882273920
01-Oct-2014,6622.72,6557.52,6622.81,6539.73,789707264
02-Oct-2014,6557.52,6446.39,6557.67,6446.39,805719360
03-Oct-2014,6446.39,6527.91,6542.87,6446.39,750613056
06-Oct-2014,6527.91,6563.65,6588.31,6527.91,722222976
07-Oct-2014,6563.65,6495.58,6563.84,6495.58,858000704
08-Oct-2014,6495.58,6482.24,6502.36,6453.81,822967232
09-Oct-2014,6482.24,6431.85,6544.21,6425.16,864388992
10-Oct-2014,6431.85,6339.97,6431.85,6328.39,893108416
13-Oct-2014,6339.97,6366.24,6387.36,6294.64,846365376
14-Oct-2014,6366.24,6392.68,6403.43,6304.27,830848064
15-Oct-2014,6392.68,6211.64,6404.96,6211.64,1137327104
16-Oct-2014,6211.64,6195.91,6282.95,6072.68,1697042432
17-Oct-2014,6195.91,6310.29,6312.97,6188.04,1105815168
20-Oct-2014,6310.29,6267.07,6320.31,6238.60,723302912
21-Oct-2014,6267.07,6372.33,6372.33,6229.40,855935616
22-Oct-2014,6372.33,6399.73,6401.51,6341.39,725613504
23-Oct-2014,6399.73,6419.15,6430.32,6313.32,839507072
24-Oct-2014,6419.15,6388.73,6419.15,6372.43,717807872
27-Oct-2014,6388.73,6363.46,6443.76,6336.06,779987520
28-Oct-2014,6363.46,6402.17,6412.00,6363.46,800681472
29-Oct-2014,6402.17,6453.87,6475.35,6402.17,700842880
30-Oct-2014,6453.87,6463.55,6483.24,6378.15,815851648
31-Oct-2014,6463.55,6546.47,6553.37,6463.55,1062589696
03-Nov-2014,6546.47,6487.97,6559.56,6478.49,711775296
04-Nov-2014,6487.97,6453.97,6510.31,6444.89,816651648
05-Nov-2014,6453.97,6539.14,6539.14,6453.97,769204032
06-Nov-2014,6539.14,6551.15,6580.21,6503.81,799914944
07-Nov-2014,6551.15,6567.24,6608.23,6551.15,764955072
10-Nov-2014,6567.24,6611.25,6611.25,6566.78,575418368
11-Nov-2014,6611.25,6627.40,6632.57,6605.34,764945536
12-Nov-2014,6627.40,6611.04,6629.33,6588.93,702769472
13-Nov-2014,6611.04,6635.45,6645.90,6596.89,721388672
14-Nov-2014,6635.45,6654.37,6654.37,6610.13,627535040
17-Nov-2014,6654.37,6671.97,6681.55,6616.12,537265344
18-Nov-2014,6671.97,6709.13,6714.12,6671.75,653233792
19-Nov-2014,6709.13,6696.60,6718.88,6678.13,802689152
20-Nov-2014,6696.60,6678.90,6696.82,6641.14,640496576
21-Nov-2014,6678.90,6750.76,6773.14,6678.90,845568256
24-Nov-2014,6750.76,6729.79,6763.97,6720.09,675406592
25-Nov-2014,6729.79,6731.14,6750.87,6709.31,907288192
26-Nov-2014,6731.14,6729.17,6765.01,6718.53,586840512
27-Nov-2014,6729.17,6723.42,6749.91,6713.76,517208416
28-Nov-2014,6723.42,6722.62,6734.71,6667.08,839272512
01-Dec-2014,6722.62,6656.37,6722.62,6637.39,726573120
02-Dec-2014,6656.37,6742.10,6744.31,6656.37,654954304
03-Dec-2014,6742.10,6716.63,6753.19,6713.81,706053056
04-Dec-2014,6716.63,6679.37,6733.96,6672.67,699897792
05-Dec-2014,6679.37,6742.84,6751.32,6679.37,678446336
08-Dec-2014,6742.84,6672.15,6742.84,6672.15,513903808
09-Dec-2014,6672.15,6529.47,6672.15,6529.47,950807552
10-Dec-2014,6529.47,6500.04,6565.77,6500.04,690931840
11-Dec-2014,6500.04,6461.70,6521.66,6441.28,757393088
12-Dec-2014,6461.70,6300.63,6461.70,6297.44,793966464
15-Dec-2014,6300.63,6182.72,6356.34,6182.72,985776000
16-Dec-2014,6182.72,6331.83,6331.83,6144.72,1037451328
17-Dec-2014,6331.83,6336.48,6359.68,6240.32,748002240
18-Dec-2014,6336.48,6466.00,6466.00,6336.48,973926336
19-Dec-2014,6466.00,6545.27,6566.90,6466.00,1178715648
22-Dec-2014,6545.27,6576.74,6620.95,6545.27,494025728
23-Dec-2014,6576.74,6598.18,6620.47,6576.74,484260384
24-Dec-2014,6598.18,6609.93,6618.09,6586.05,261236768
29-Dec-2014,6609.93,6633.51,6651.96,6587.87,359693056
30-Dec-2014,6633.51,6547.00,6633.51,6528.89,355277568
31-Dec-2014,6547.00,6566.09,6578.24,6547.00,129278808
02-Jan-2015,6566.09,6547.80,6607.89,6510.60,378663392
05-Jan-2015,6547.80,6417.16,6576.74,6404.49,749649600
06-Jan-2015,6417.16,6366.51,6452.66,6328.59,792213376
07-Jan-2015,6366.51,6419.83,6459.74,6366.51,706482112
08-Jan-2015,6419.83,6569.96,6580.82,6419.83,905698368
09-Jan-2015,6569.96,6501.14,6570.24,6471.38,759703744
12-Jan-2015,6501.14,6501.42,6542.43,6447.91,620125312
13-Jan-2015,6501.42,6542.20,6558.83,6465.19,692489856
14-Jan-2015,6542.20,6388.46,6542.20,6353.65,999913728
15-Jan-2015,6388.46,6498.78,6498.78,6298.15,1008644608
16-Jan-2015,6498.78,6550.27,6553.20,6443.28,829957504
19-Jan-2015,6550.27,6585.53,6598.89,6548.00,554177216
20-Jan-2015,6585.53,6620.10,6640.44,6585.53,696224128
21-Jan-2015,6620.10,6728.04,6728.04,6620.10,873133888
22-Jan-2015,6728.04,6796.63,6808.18,6726.24,953537984
23-Jan-2015,6796.63,6832.83,6841.73,6796.58,861582080
26-Jan-2015,6832.83,6852.40,6855.92,6790.13,630062592
27-Jan-2015,6852.40,6811.61,6864.97,6773.54,734672768
28-Jan-2015,6811.61,6825.94,6863.00,6777.08,802863680
29-Jan-2015,6825.94,6810.60,6825.94,6750.22,725104000
30-Jan-2015,6810.60,6749.40,6843.98,6749.40,822022976
02-Feb-2015,6749.40,6782.55,6795.52,6731.99,779523008
03-Feb-2015,6782.55,6871.80,6886.31,6782.39,881147136
04-Feb-2015,6871.80,6860.02,6883.49,6804.10,833875840
05-Feb-2015,6860.02,6865.93,6870.10,6808.19,753020416
06-Feb-2015,6865.93,6853.44,6886.22,6835.48,668143232
09-Feb-2015,6853.44,6837.15,6853.44,6777.99,639424384
10-Feb-2015,6837.15,6829.12,6843.90,6788.89,794431232
11-Feb-2015,6829.12,6818.17,6838.33,6786.12,640657088
12-Feb-2015,6818.17,6828.11,6854.62,6817.23,833594688
13-Feb-2015,6828.11,6873.52,6887.57,6828.11,756494080
16-Feb-2015,6873.52,6857.05,6878.66,6851.77,427740800
17-Feb-2015,6857.05,6898.13,6898.13,6819.78,631106752
18-Feb-2015,6898.13,6898.08,6921.32,6876.30,695868352
19-Feb-2015,6898.08,6888.90,6907.30,6858.67,660710016
20-Feb-2015,6888.90,6915.20,6920.51,6884.77,785693312
23-Feb-2015,6915.20,6912.16,6943.61,6885.89,700282240
24-Feb-2015,6912.16,6949.63,6958.89,6899.59,857360768
25-Feb-2015,6949.63,6935.38,6955.41,6904.88,718033344
26-Feb-2015,6935.38,6949.73,6949.98,6920.54,806275328
27-Feb-2015,6949.73,6946.66,6967.24,6929.84,908713216
02-Mar-2015,6946.66,6940.64,6974.26,6924.33,802784576
03-Mar-2015,6940.64,6889.13,6963.55,6889.13,793281216
04-Mar-2015,6889.13,6919.24,6919.24,6862.87,764090880
05-Mar-2015,6919.24,6961.14,6968.64,6914.06,822599808
06-Mar-2015,6961.14,6911.80,6961.23,6911.80,771651520
09-Mar-2015,6911.80,6876.47,6911.80,6859.81,691318784
10-Mar-2015,6876.47,6702.84,6876.86,6702.84,914713344
11-Mar-2015,6702.84,6721.51,6738.95,6693.80,769931904
12-Mar-2015,6721.51,6761.07,6799.84,6721.51,872089792
13-Mar-2015,6761.07,6740.58,6777.77,6713.50,732044672
16-Mar-2015,6740.58,6804.08,6809.08,6740.58,706940160
17-Mar-2015,6804.08,6837.61,6846.90,6798.47,780786432
18-Mar-2015,6837.61,6945.20,6945.20,6837.26,796528576
19-Mar-2015,6945.20,6962.32,6982.79,6929.73,834200256
20-Mar-2015,6962.32,7022.51,7024.21,6960.81,1462369280
23-Mar-2015,7022.51,7037.67,7037.67,6991.43,694423936
24-Mar-2015,7037.67,7019.68,7065.08,7012.51,722191296
25-Mar-2015,7019.68,6990.97,7035.11,6983.94,665746944
26-Mar-2015,6990.97,6895.33,6990.97,6876.84,965482816
27-Mar-2015,6895.33,6855.02,6910.55,6839.88,759281728
30-Mar-2015,6855.02,6891.43,6914.60,6855.02,659074432
31-Mar-2015,6891.43,6773.04,6910.07,6765.05,928181120
01-Apr-2015,6773.04,6809.50,6856.43,6765.40,807929472
02-Apr-2015,6809.50,6833.46,6849.91,6801.27,593705984
07-Apr-2015,6833.46,6961.77,6967.69,6833.46,725880768
08-Apr-2015,6961.77,6937.41,7012.06,6931.59,892292800
09-Apr-2015,6937.41,7015.36,7016.99,6937.41,716636992
10-Apr-2015,7015.36,7089.77,7095.36,7015.36,825527488
13-Apr-2015,7089.77,7064.30,7089.84,7046.68,610966080
14-Apr-2015,7064.30,7075.26,7086.06,7044.60,690646656
15-Apr-2015,7075.26,7096.78,7111.72,7058.34,744934656
16-Apr-2015,7096.78,7060.45,7119.35,7057.74,773862336
17-Apr-2015,7060.45,6994.63,7093.52,6979.32,798607680
20-Apr-2015,6994.63,7052.13,7067.84,6994.63,600866560
21-Apr-2015,7052.13,7062.93,7105.13,7030.00,674220352
22-Apr-2015,7062.93,7028.24,7092.34,6997.15,807535296
23-Apr-2015,7028.24,7053.67,7055.15,6995.79,734999296
24-Apr-2015,7053.67,7070.70,7102.59,7051.17,819661824
27-Apr-2015,7070.70,7103.98,7122.74,7025.27,699217152
28-Apr-2015,7103.98,7030.53,7103.99,6983.97,818269824
29-Apr-2015,7030.53,6946.28,7058.19,6945.56,789314304
30-Apr-2015,6946.28,6960.63,6970.34,6906.24,931503872
01-May-2015,6960.63,6985.95,6995.41,6919.39,861513536
05-May-2015,6985.95,6927.58,7053.18,6927.58,1049123072
06-May-2015,6927.58,6933.74,6974.82,6913.46,909043584
07-May-2015,6933.74,6886.95,6933.74,6810.05,969964288
08-May-2015,6886.95,7046.82,7046.82,6885.79,1425609856
11-May-2015,7046.82,7029.85,7083.72,7025.17,815146752
12-May-2015,7029.85,6933.80,7029.85,6887.52,864625920
13-May-2015,6933.80,6949.63,6989.91,6920.65,818861632
14-May-2015,6949.63,6973.04,6977.93,6884.63,618618560
15-May-2015,6973.04,6960.49,7009.41,6937.12,721389888
18-May-2015,6960.49,6968.87,7015.49,6931.64,631677056
19-May-2015,6968.87,6995.10,7011.35,6968.87,798973504
20-May-2015,6995.10,7007.26,7018.70,6962.06,849516800
21-May-2015,7007.26,7013.47,7026.01,6994.26,580100800
22-May-2015,7013.47,7031.72,7061.66,7013.47,638162944
26-May-2015,7031.72,6948.99,7039.55,6930.28,690778816
27-May-2015,6948.99,7033.33,7054.14,6948.62,666337344
28-May-2015,7033.33,7040.92,7049.62,7005.88,623051904
29-May-2015,7040.92,6984.43,7069.93,6967.92,1210376832
01-Jun-2015,6984.43,6953.58,7037.58,6942.66,714765824
02-Jun-2015,6953.58,6928.27,6972.25,6872.12,887651008
03-Jun-2015,6928.27,6950.46,6985.69,6901.79,722256384
04-Jun-2015,6950.46,6859.24,6950.46,6838.95,807839168
05-Jun-2015,6859.24,6804.60,6859.24,6785.15,777843840
08-Jun-2015,6804.60,6790.04,6827.16,6781.66,555747072
09-Jun-2015,6790.04,6753.80,6803.75,6736.88,702828864
10-Jun-2015,6753.80,6830.27,6843.57,6734.15,843902016
11-Jun-2015,6830.27,6846.74,6870.19,6807.29,699560896
12-Jun-2015,6846.74,6784.92,6846.74,6760.06,610388160
15-Jun-2015,6784.92,6710.52,6784.92,6708.50,574223872
16-Jun-2015,6710.52,6710.10,6723.49,6656.90,740097344
17-Jun-2015,6710.10,6680.55,6731.54,6665.95,706467776
18-Jun-2015,6680.55,6707.88,6707.88,6625.16,797213056
19-Jun-2015,6707.88,6710.45,6759.29,6691.82,1273130496
22-Jun-2015,6710.45,6825.67,6825.67,6710.45,772664320
23-Jun-2015,6825.67,6834.87,6856.49,6825.67,598079360
24-Jun-2015,6834.87,6844.80,6873.43,6834.32,688925504
25-Jun-2015,6844.80,6807.82,6869.04,6798.80,675601920
26-Jun-2015,6807.82,6753.70,6807.82,6731.13,613762496
29-Jun-2015,6753.70,6620.48,6753.70,6598.64,785736640
30-Jun-2015,6620.48,6520.98,6620.75,6520.98,908493760
01-Jul-2015,6520.98,6608.59,6637.34,6520.98,814008704
02-Jul-2015,6608.59,6630.47,6647.70,6600.37,608682176
03-Jul-2015,6630.47,6585.78,6630.75,6572.46,462884672
06-Jul-2015,6585.78,6535.68,6585.78,6506.71,629530816
07-Jul-2015,6535.68,6432.21,6543.80,6432.21,789934592
08-Jul-2015,6432.21,6490.70,6515.06,6430.36,940950976
09-Jul-2015,6490.70,6581.63,6594.18,6490.70,788632192
10-Jul-2015,6581.63,6673.38,6687.57,6581.63,720746752
13-Jul-2015,6673.38,6737.95,6743.05,6673.38,661871360
14-Jul-2015,6737.95,6753.75,6753.75,6710.62,595318464
15-Jul-2015,6753.75,6753.75,6775.91,6728.49,566433856
16-Jul-2015,6753.75,6796.45,6805.14,6752.09,605230336
17-Jul-2015,6796.45,6775.08,6799.78,6764.80,602032768
20-Jul-2015,6775.08,6788.69,6813.41,6772.09,431752512
21-Jul-2015,6788.69,6769.07,6800.13,6758.75,573510144
22-Jul-2015,6769.07,6667.34,6769.07,6653.39,714924416
23-Jul-2015,6667.34,6655.01,6711.49,6644.85,651242304
24-Jul-2015,6655.01,6579.81,6684.81,6573.96,664735360
27-Jul-2015,6579.81,6505.13,6589.48,6495.67,686741952
28-Jul-2015,6505.13,6555.28,6569.45,6505.13,730871168
29-Jul-2015,6555.28,6631.00,6634.04,6555.28,845403840
30-Jul-2015,6631.00,6668.87,6697.40,6631.00,802151552
31-Jul-2015,6668.87,6696.28,6705.42,6646.26,958422656
03-Aug-2015,6696.28,6688.62,6710.79,6668.18,700912704
04-Aug-2015,6688.62,6686.57,6715.51,6644.65,1441824000
05-Aug-2015,6686.57,6752.41,6764.82,6686.57,873472064
06-Aug-2015,6752.41,6747.09,6763.34,6717.49,713003584
07-Aug-2015,6747.09,6718.49,6754.77,6718.49,614006080
10-Aug-2015,6718.49,6736.22,6751.49,6653.65,789153024
11-Aug-2015,6736.22,6664.54,6736.22,6663.98,727572096
12-Aug-2015,6664.54,6571.19,6664.54,6536.41,1118527488
13-Aug-2015,6571.19,6568.33,6634.71,6553.45,689587904
14-Aug-2015,6568.33,6550.74,6603.17,6544.42,595476288
17-Aug-2015,6550.74,6550.30,6585.88,6507.76,485854144
18-Aug-2015,6550.30,6526.29,6564.55,6505.69,554998656
19-Aug-2015,6526.29,6403.45,6526.52,6403.45,719579136
20-Aug-2015,6403.45,6367.89,6408.61,6359.71,750762880
21-Aug-2015,6367.89,6187.65,6367.89,6187.65,832209920
24-Aug-2015,6187.65,5898.87,6187.65,5768.22,1708521984
25-Aug-2015,5898.87,6081.34,6115.74,5898.87,1377241472
26-Aug-2015,6081.34,5979.20,6095.05,5949.94,1021773056
27-Aug-2015,5979.20,6192.03,6212.48,5979.20,1059861568
28-Aug-2015,6192.03,6247.94,6247.94,6152.01,895702784
01-Sep-2015,6247.94,6058.54,6247.94,6028.71,1032091328
02-Sep-2015,6058.54,6083.31,6161.68,6021.36,778016128
03-Sep-2015,6083.31,6194.10,6215.74,6083.31,758474304
04-Sep-2015,6194.10,6042.92,6194.10,6040.49,766156800
07-Sep-2015,6042.92,6074.52,6125.67,6042.92,479134496
08-Sep-2015,6074.52,6146.10,6196.47,6074.52,685131712
09-Sep-2015,6146.10,6229.01,6284.17,6146.10,756977152
10-Sep-2015,6229.01,6155.81,6229.01,6127.52,772718336
11-Sep-2015,6155.81,6117.76,6174.28,6113.10,584620928
14-Sep-2015,6117.76,6084.59,6191.82,6065.43,617180352
15-Sep-2015,6084.59,6137.60,6158.08,6019.92,728373184
16-Sep-2015,6137.60,6229.21,6244.94,6137.60,844324544
17-Sep-2015,6229.21,6186.99,6239.86,6182.63,861345664
18-Sep-2015,6186.99,6104.11,6188.74,6053.87,1553063424
21-Sep-2015,6104.11,6108.71,6168.74,6083.64,719110976
22-Sep-2015,6108.71,5935.84,6111.57,5935.84,970780544
23-Sep-2015,5935.84,6032.24,6067.56,5933.23,748152320
24-Sep-2015,6032.24,5961.49,6055.64,5947.19,894318848
25-Sep-2015,5961.49,6109.01,6120.67,5961.49,863421888
28-Sep-2015,6109.01,5958.86,6110.31,5958.86,997742144
29-Sep-2015,5958.86,5909.24,5958.86,5877.08,1030460544
30-Sep-2015,5909.24,6061.61,6061.61,5909.24,1050457664
01-Oct-2015,6061.61,6072.47,6172.78,6053.26,873579584
02-Oct-2015,6072.47,6129.98,6176.20,6051.62,888461056
05-Oct-2015,6129.98,6298.92,6301.05,6129.98,890099328
06-Oct-2015,6298.92,6326.16,6343.71,6255.10,737901824
07-Oct-2015,6326.16,6336.35,6396.34,6319.77,1012950528
08-Oct-2015,6336.35,6374.82,6380.30,6303.46,742310208
09-Oct-2015,6374.82,6416.16,6453.22,6374.82,768195904
12-Oct-2015,6416.16,6371.18,6416.16,6351.34,552277056
13-Oct-2015,6371.18,6342.28,6371.18,6303.02,722568512
14-Oct-2015,6342.28,6269.61,6342.28,6268.29,638445312
15-Oct-2015,6269.61,6338.67,6351.43,6269.61,644982656
16-Oct-2015,6338.67,6378.04,6398.23,6338.67,610628096
19-Oct-2015,6378.04,6352.33,6408.09,6336.27,476841504
20-Oct-2015,6352.33,6345.13,6367.75,6319.25,592197376
21-Oct-2015,6345.13,6348.42,6387.29,6316.30,615203648
22-Oct-2015,6348.42,6376.28,6387.28,6321.65,740616704
23-Oct-2015,6376.28,6444.08,6487.89,6376.28,749535488
26-Oct-2015,6444.08,6417.02,6453.00,6405.38,454684928
27-Oct-2015,6417.02,6365.27,6419.62,6365.27,564355584
28-Oct-2015,6365.27,6437.80,6448.46,6355.78,819718080
29-Oct-2015,6437.80,6395.80,6437.85,6358.16,852187904
30-Oct-2015,6395.80,6361.09,6410.28,6337.65,737495296
02-Nov-2015,6361.09,6361.80,6364.42,6317.29,522271616
03-Nov-2015,6361.80,6383.61,6383.61,6344.70,627795072
04-Nov-2015,6383.61,6412.88,6459.46,6383.04,782758720
05-Nov-2015,6412.88,6364.90,6421.81,6358.12,722038912
06-Nov-2015,6364.90,6353.83,6395.19,6332.73,733580032
09-Nov-2015,6353.83,6295.16,6380.42,6292.05,677936384
10-Nov-2015,6295.16,6275.28,6329.69,6250.31,748092672
11-Nov-2015,6275.28,6297.20,6327.16,6272.69,636988096
12-Nov-2015,6297.20,6178.68,6300.90,6178.68,852482944
13-Nov-2015,6178.68,6118.28,6178.95,6088.76,702653696
16-Nov-2015,6118.28,6146.38,6161.90,6079.79,621592768
17-Nov-2015,6146.38,6268.76,6269.44,6146.38,719057920
18-Nov-2015,6268.76,6278.97,6283.90,6228.15,634118016
19-Nov-2015,6278.97,6329.93,6366.85,6278.97,772698304
20-Nov-2015,6329.93,6334.63,6360.73,6311.76,832318848
23-Nov-2015,6334.63,6305.49,6334.63,6267.05,603424192
24-Nov-2015,6305.49,6277.23,6305.49,6221.33,880473152
25-Nov-2015,6277.23,6337.64,6348.05,6277.23,694080960
26-Nov-2015,6337.64,6393.13,6395.33,6333.92,467828640
27-Nov-2015,6393.13,6375.15,6393.13,6345.30,486354560
30-Nov-2015,6375.15,6356.09,6387.11,6329.92,855366912
01-Dec-2015,6356.09,6395.65,6402.36,6356.09,809013824
02-Dec-2015,6395.65,6420.93,6447.34,6395.20,583605376
03-Dec-2015,6420.93,6275.00,6444.72,6275.00,817893568
04-Dec-2015,6275.00,6238.29,6277.59,6219.50,683041088
07-Dec-2015,6238.29,6223.52,6287.23,6215.17,559026368
08-Dec-2015,6223.52,6135.22,6224.86,6120.68,814469760
09-Dec-2015,6135.22,6126.68,6175.75,6101.22,775106048
10-Dec-2015,6126.68,6088.05,6127.09,6079.96,864003456
11-Dec-2015,6088.05,5952.78,6088.05,5949.84,830911168
14-Dec-2015,5952.78,5874.06,6009.92,5871.88,805174784
15-Dec-2015,5874.06,6017.79,6036.68,5874.06,836321344
16-Dec-2015,6017.79,6061.19,6089.31,6016.25,773625664
17-Dec-2015,6061.19,6102.54,6160.78,6061.19,747548992
18-Dec-2015,6102.54,6052.42,6105.57,6051.74,1357378048
21-Dec-2015,6052.42,6034.84,6113.96,6034.84,561857152
22-Dec-2015,6034.84,6083.10,6090.58,6031.82,437446816
23-Dec-2015,6083.10,6240.98,6248.50,6083.10,596525824
24-Dec-2015,6240.98,6254.64,6259.86,6236.85,112218248
29-Dec-2015,6254.64,6314.57,6314.57,6245.24,462310976
30-Dec-2015,6314.57,6274.05,6314.57,6261.48,337956160
31-Dec-2015,6274.05,6242.32,6278.31,6233.03,166212096
04-Jan-2016,6242.32,6093.43,6242.32,6071.01,707039808
05-Jan-2016,6093.43,6137.24,6166.26,6079.23,643358720
06-Jan-2016,6137.24,6073.38,6137.24,6018.65,721605824
07-Jan-2016,6073.38,5954.08,6073.38,5887.97,1086923136
08-Jan-2016,5954.08,5912.44,6013.38,5912.44,835014656
11-Jan-2016,5912.44,5871.83,5941.93,5871.83,841792320
12-Jan-2016,5871.83,5929.24,5985.80,5866.67,831687680
13-Jan-2016,5929.24,5960.97,6011.13,5929.24,834538368
14-Jan-2016,5960.97,5918.23,5960.97,5829.26,1100081152
15-Jan-2016,5918.23,5804.10,5934.62,5769.23,1117874304
18-Jan-2016,5804.10,5779.92,5852.09,5766.50,741112768
19-Jan-2016,5779.92,5876.80,5915.69,5779.92,833709248
20-Jan-2016,5876.80,5673.58,5876.80,5639.88,1067064320
21-Jan-2016,5673.58,5773.79,5781.24,5659.15,1121492992
22-Jan-2016,5773.79,5900.01,5926.94,5773.79,906980352
25-Jan-2016,5900.01,5877.00,5933.47,5851.83,828614016
26-Jan-2016,5877.00,5911.46,5919.17,5771.37,878645248
27-Jan-2016,5911.46,5990.37,5990.37,5870.75,902088768
28-Jan-2016,5990.37,5931.78,6020.54,5889.37,918443776
29-Jan-2016,5931.78,6083.79,6083.79,5931.78,1018714816
01-Feb-2016,6083.79,6060.10,6115.11,5993.84,833652800
02-Feb-2016,6060.10,5922.01,6060.45,5889.60,1016041280
03-Feb-2016,5922.01,5837.14,5924.58,5791.04,1026997696
04-Feb-2016,5837.14,5898.76,5938.12,5831.12,1053264448
05-Feb-2016,5898.76,5848.06,5945.90,5839.36,983577536
08-Feb-2016,5848.06,5689.36,5882.43,5666.13,995838784
09-Feb-2016,5689.36,5632.19,5739.25,5596.26,1146899968
10-Feb-2016,5632.19,5672.30,5712.78,5616.88,994634112
11-Feb-2016,5672.30,5536.97,5672.30,5499.51,1068192384
12-Feb-2016,5536.97,5707.60,5707.60,5536.97,1083570688
15-Feb-2016,5707.60,5824.28,5844.53,5707.60,724655808
16-Feb-2016,5824.28,5862.17,5880.72,5812.49,771089216
17-Feb-2016,5862.17,6030.32,6030.32,5862.17,946182656
18-Feb-2016,6030.32,5971.95,6036.46,5948.25,809867008
19-Feb-2016,5971.95,5950.23,6001.22,5916.26,692900672
22-Feb-2016,5950.23,6037.73,6065.81,5950.23,637270336
23-Feb-2016,6037.73,5962.31,6037.73,5954.18,747386240
24-Feb-2016,5962.31,5867.18,5966.73,5845.55,834667968
25-Feb-2016,5867.18,6012.81,6028.97,5867.18,999935360
26-Feb-2016,6012.81,6096.01,6115.37,6012.81,858937600
29-Feb-2016,6096.01,6097.09,6104.98,6033.21,941693312
01-Mar-2016,6097.09,6152.88,6153.75,6070.51,933626240
02-Mar-2016,6152.88,6147.06,6194.01,6097.77,904552256
03-Mar-2016,6147.06,6130.46,6173.70,6108.35,902823168
04-Mar-2016,6130.46,6199.43,6204.14,6130.46,866051264
07-Mar-2016,6199.43,6182.40,6216.10,6125.64,817955904
08-Mar-2016,6182.40,6125.44,6182.45,6101.89,913489600
09-Mar-2016,6125.44,6146.32,6174.82,6118.23,758318464
10-Mar-2016,6146.32,6036.70,6203.40,6036.70,1056246912
11-Mar-2016,6036.70,6139.79,6150.88,6036.70,721703680
14-Mar-2016,6139.79,6174.57,6197.83,6139.79,688585088
15-Mar-2016,6174.57,6139.97,6174.57,6114.77,700313280
16-Mar-2016,6139.97,6175.49,6186.18,6134.27,700761344
17-Mar-2016,6175.49,6201.12,6220.02,6125.70,832614400
18-Mar-2016,6201.12,6189.64,6237.02,6186.24,1129194880
21-Mar-2016,6189.64,6184.58,6215.30,6154.12,532073696
22-Mar-2016,6184.58,6192.74,6193.47,6110.39,738984448
23-Mar-2016,6192.74,6199.11,6216.76,6171.13,621495488
24-Mar-2016,6199.11,6106.48,6199.11,6090.03,625282176
29-Mar-2016,6106.48,6105.90,6156.67,6070.77,596325504
30-Mar-2016,6105.90,6203.17,6221.80,6105.90,803808896
31-Mar-2016,6203.17,6174.90,6203.39,6149.82,746399616
01-Apr-2016,6174.90,6146.05,6174.90,6076.89,747479040
04-Apr-2016,6146.05,6164.72,6201.95,6132.90,546684672
05-Apr-2016,6164.72,6091.23,6164.74,6061.85,826019200
06-Apr-2016,6091.23,6161.63,6161.63,6091.23,738661312
07-Apr-2016,6161.63,6136.89,6204.11,6119.38,761729920
08-Apr-2016,6136.89,6204.41,6216.28,6136.89,622108992
